113,JavaTM Speech API 2.0,This JSR extends the work of the 1.0 JavaTM Speech API specifying a cross-platform interface to support speech recognizers and synthesizers.,Final,,Final Release,2009/5/7,,,Charles Hemphill EverSpeech Inc.,,
114,JDBC Rowset Implementations,JavaTM API providing implementations of the JDBC Rowset interface.,Maintenance,,Maintenance Release 2,2014/3/4,,,Lance Andersen Oracle,,
115,JavaTM Authorization Contract for Containers,This JSR seeks to define a contract between containers and authorization service providers that will result in the implementation of providers for use by containers.,Maintenance,,Maintenance Release 3,2013/6/10,,,Ronald Monzillo Oracle,,
116,SIP Servlet API,The SIP Servlet API defines a high-level extension API for SIP servers. It enables SIP applications to be deployed and managed based on the servlet model.,Final,,Final Release,2003/3/7,,,Anders Kristensen Dynamicsoft Inc,,
117,J2EETM APIs for Continuous Availability,This specification defines the programming model and runtime support for implementing J2EE applications requiring continuous availability.,Withdrawn,Withdrawn with the agreement of the Expert Group.,Withdrawn,,,2003/8/25,Max Mortazavi Sun Microsystems Inc.,,
118,Mobile Information Device Profile 2.0,"This specification will define a profile that will extend and enhance the ""J2METM Mobile Information Device Profile"" (JSR-000037).",Maintenance,,Maintenance Draft Review 3,2010/10/18,2010/11/22,,Volker Bauche Oracle,,
119,JAINTM SPA Integrity Management and Event Notification API,The API was intended to allow software developers to rapidly develop external Service Provider-type applications to maintain service intergrity and receive generic service-related events.,Withdrawn,With agreement from the Expert Group the Spec Lead decided to withdrawn this JSR following decisions at the November 2002 JAIN meeting in Austin.,Withdrawn,,,2003/2/24,Anders Lundqvist Incomit AB,,
120,Wireless Messaging API,This defines a set of optional APIs which provides standard access to wireless communication resources designed to run on J2ME configurations and to enhance J2ME profiles with unique functionality.,Final,,Final Release 2,2003/4/25,,,Marquart C Franz Siemens AG,,
121,Application Isolation API Specification,An API for initiating and controlling computations isolated from each other to varying degrees. Some API semantics are similar to those of ThreadGroup.,Final,,Final Release,2006/6/13,,,Krzysztof Palacz Sun Microsystems Inc.,,
122,JAINTM JCAT,This develops the JavaTM Coordination and Transaction (JCAT) specification which perceives Java Call Control (JCC) as its core package and extends it with concepts to model and control terminal capabilities.,Withdrawn,We see no reason to keep it as there has be no development or interest for a long time and we do not intend to further evolve the standard.,Withdrawn,,,2016/4/5,Christer Boberg Ericsson AB,,
123,JAINTM Presence and Availability Management (PAM) API,JAINTM SPA Presence and Availability Management API will provide Java APIs to disseminate and manage presence information securely across heterogeneous networks and applications.,Withdrawn,Withdrawn when no one was found to take over Specification Lead role. In addition the differences between the OSA PAM and JAIN PAM specs are sufficiently small that it's not clear that the industry benefits from two specifications.,Withdrawn,,,2004/3/19,Jorge Lobo Teltier Technologies,,
124,J2EETM Client Provisioning Specification,This JSR aims to define Java standard which partitions server applications that provision client applications.,Final,,Final Release,2003/10/24,,,Danny Coward Oracle,,
125,JAINTM SIP Lite,The JAINTM SIP Lite API defines a high level API to the SIP stack to allow for the rapid development of applications.,Withdrawn,Withdrawn after no one on the Expert Group offered to take over the Spec Lead role. Because of the resourcing issues Nortel had to withdraw from JSR125. Nortel was unable to provide the RI and the TCK but believed that this is the right approach for a Proxy and small footprint SIP servers/Clients.,Withdrawn,,,2006/3/14,David Tweedie Nortel,,
126,Distributed Page Assembly,This specification defines a standard application model and architecture for distributed page assembly within the J2EE framework.,Withdrawn,Initial discussions for the JSR 126 EG were deferred when they realized that a viable solution in the proposed direction which is complimentary to JSR 128 required advancements in the underlying technology (Edge Side Includes). At the time it seemed that discussion about ESI-related standards were sufficiently active that they could wait for the next version of the standard. However those discussions seemed to stall as attentions were directed to early adoption and other topics. If ESI standards are revised at a later date then perhaps the objectives of JSR 126 could be pursued through a new JSR.,Withdrawn,,,2003/11/10,Rajesh Agarwalla IBM,Steve Ims IBM,
127,JavaServer Faces,This specification defines an architecture and APIs which simplify the creation and maintenance of Java Server application GUIs.,Final,,Final Release 2,2004/5/27,,,Edward Burns Oracle,Craig R. McClanahan Sun Microsystems Inc.,
128,JESI - JSP Tag Library for Edge Side Includes (ESI),The JESI tag library facilitates the use of Edge Side Include (ESI) in-markup language within JSP applications. JESI tags simplify the declaration of cacheable dynamic fragments content invalidation and personalization.,Withdrawn,Withdrawn at the request of the Specification Lead.,Withdrawn,,,2010/2/26,Olga Peschansky Oracle,,
129,Personal Basis Profile Specification,The J2METM Personal Basis Profile provides a J2ME application environment for network-connected devices supporting a basic level of graphical presentation.,Maintenance,,Maintenance Release,2005/12/19,,,Jon Courtney Sun Microsystems Inc.,,
130,OSS Billing Mediation API,Provide an API via the OSS through Java initiative that allows telecom network management applications to be developed and integrated with Java-enabled IP Billing systems.,Maintenance,,Maintenance Release,2004/2/3,,,Tulika Pradhan Infozech Software Ltd.,,
131,ECPerf 1.1,ECperf 1.1 is a maintenance release of ECperf 1.0. The ECperf 1.1 Expert Group will also be responsible for evaluating and accepting ECperf 1.0 results submitted.,Final,,Final Release,2002/4/25,,,Shanti Subramanyam Sun Microsystems Inc.,,
132,JAINTM OAM API Specification v2.0,This would have developed the JAINTM Operations Administration and Maintenance API v2.0 Specification which defines a standard Interface for provisioning and managing various protocol interfaces switching platforms and applications servers.,Withdrawn,The JAIN community has decided to encapsulate the management functionality for each of the JAIN protocol specifications into their own specification as opposed to encapsulating this functionality in a separate JSR.,Withdrawn,,,2002/1/28,Phelim O'Doherty Sun Microsystems Inc.,,
133,JavaTM Memory Model and Thread Specification Revision,The proposed specification describes the semantics of threads locks volatile variables and data races. This includes what has been referred to as the Java memory model.,Final,,Final Release,2004/9/30,,,William Pugh Pugh William,,
134,JavaTM Game Profile,Defines a Java 2 Micro Edition Profile for the purposes of game development targeting high-end consumer game devices and desktops.,Withdrawn,The Spec Lead has chosen to withdraw this JSR. It was determined that the needs of games developers were best served by moving to a pure open source model for game client technologies. This changes in strategy will allow the broadest participation by the game development community and will focus the energies of the community on timely solutions that address a rapidly changing technology landscape. The Spec Lead wishes to thank the Java Community and the Game Developers who supported and showed interest in this effort.,Withdrawn,,,2003/7/9,Bartley Calder Sun Microsystems Inc.,,
135,Mobile Media API,This specifies a small-footprint multimedia API for J2METM allowing simple easy access and control of basic audio and multimedia resources while also addressing scalability and support of more sophisticated features.,Maintenance,,Maintenance Draft Review 3,2010/9/20,2010/10/25,,Michael Lagally Oracle,,
136,JavaTM Technology for Service Providers,This would have correlated JSRs targeted at next-generation service providers documented how these JSRs fit together within end-to-end service provider networks and introduced developers to emerging service provider network-targeted APIs.,Withdrawn,Community support was not sufficient to support an Expert Group.,Withdrawn,,,2004/3/19,Mauricio Arango Sun Microsystems Inc.,,
137,JAINTM 3G MAP Specification,This JSR is to develop the JAINTM 3G MAP APIs which will enable mobile applications in the 3G domain to talk to each other.,Withdrawn,Seeing that there has been no active interest in the JAIN 3G Map APIs recently and because of lack of member contributions to the Expert Group the Spec Lead decided to withdrawn the JSR.,Withdrawn,,,2003/3/4,Sanjiv Kapur Hughes Software Systems,,
138,Performance Metric Instrumentation,Specifies standard APIs for performance metric instrumentation of Java programs.,Withdrawn,Withdrawn at the request of the Specification Lead.,Withdrawn,,,2010/2/26,Bruce Irvin Oracle,,
139,Connected Limited Device Configuration 1.1,This specification will define a revised version of the J2METM Connected Limited Device Configuration (CLDC).,Maintenance,,Maintenance Release,2007/11/29,,,Roger Riggs Oracle,,
140,Service Location Protocol (SLP) API for Java,This JSR is to standardize the Service Location Protocol Application Programmer Interface for Java as described in RFC 2614.,Withdrawn,The Spec Lead was not doing work on the JSR. While several other organizations have done seemingly promising Java work in the SLP area none of them was interested in taking over the spec lead position to progress a JSR on it.,Withdrawn,,,2004/10/5,Nick Briers The SCO Group,,
141,SDP API,The IETF protocol SDP specifies messages that describe multi-media sessions and are included within other protocol messages as payload. The API will enable users to manipulate SDP messages.,Dormant,The Executive Committee voted to list this JSR as dormant in May 2012.,Proposed Final Draft,2004/7/20,,,Kelvin R Porter Cisco Systems,,
142,OSS Inventory API,The OSS Inventory API defines J2EE based interfaces between inventory repositories and other OSS components.,Final,,Final Release 3,2007/8/27,,,Pierre Gauthier Oracle,,
143,JavaDesk,JavaDesk provides a standard desktop API across platforms using an MVC model. Applications can control and enhance the desktop using the JavaDesk API.,Rejected,This JSR was not approved by the SE/EE Executive Committee in the JSR Approval Ballot.,Rejected,,,2001/8/6,Rich Isaac Bay Equities Inc.,,
144,OSS Common API,This JSR specifies the set of APIs which are common across the OSS through Java JSRs. This provides consistency by reducing duplication of common interfaces and classes among these JSRs.,Maintenance,,Maintenance Release 5,2007/7/24,,,Vincent Perrot Sun Microsystems Inc.,,
145,JAINTM SPA Common API,This JSR will specify the set of APIs common across the JAIN SPA JSRs. This will provide consistency by reducing duplication of common interfaces and classes among these JSRs.,Withdrawn,Read the Spec Lead's explanation of the withdrawal.,Withdrawn,,,2003/2/14,Gary Bruce Sun Microsystems Inc.,,
146,WBEM Services: JMX Provider Protocol Adapter,JSR-048 defines WBEM support for Java. This specification would have defined how JMX instrumentation mapped to CIM and the definition of a JMX Provider Protocol Adapter for WBEM Services.,Withdrawn,After a year and a half of no progress the Spec Lead suggested withdrawing the JSR and the Expert Group did not object.,Withdrawn,,,2003/7/14,Chris Seibel Sun Microsystems Inc.,,
147,Workspace Versioning and Configuration Management,Workspace Versioning and Configuration Management provides client support for creating and manipulating sets of version-controlled files and web resources.,Final,,Final Release,2007/3/30,,,Geoffrey Clemm IBM,,
148,3D Media Utilities,The 3D Media Utilities API specifies classes and interfaces for 3D vector operations and volumetric imaging.,Withdrawn,After over a year of no development the Spec Lead suggested withdrawing the JSR and the Expert Group did not object.,Withdrawn,,,2002/12/2,Brian Burkhalter Sun Microsystems Inc.,Kevin Rushforth Sun Microsystems Inc.,
149,Work Area Service for J2EE,The Work Area Service allows J2EE developers to set properties as application context that is implicitly attached to and made available anywhere during the processing of remote requests.,Withdrawn,JSR-149 had shown slow progress for several years and had not generated significant industry interest or participation. With no outlook for a timely completion of this JSR the Spec Lead withdrew the JSR once no one in the Expert Group agreed to take over the Spec Lead role.,Withdrawn,,,2005/10/26,Heath Thomann IBM,,
150,Internationalization Service for J2EE,The Internationalization Service enables distributed localization within Enterprise Java applications by transparently propagating and managing localization information within relevant J2EE application components.,Withdrawn,JSR-150 had been idle for several years and the existing draft had not kept pace with changes in J2EE. The Spec Lead wished to withdraw the JSR. None of the EG members objected.,Withdrawn,,,2008/10/30,Charles Hornig IBM,,
151,JavaTM 2 Platform Enterprise Edition 1.4 (J2EE 1.4) Specification,This JSR is to develop J2EE 1.4 the next release of the Java 2 Platform Enterprise Edition.,Maintenance,,Maintenance Draft Review,2004/3/24,2004/4/26,,Mark Hapner Sun Microsystems Inc.,Bill Shannon Sun Microsystems Inc.,
152,JavaServer PagesTM 2.0 Specification,Next revision of the JavaServer PagesTM specification.,Final,,Final Release,2003/11/24,,,Eduardo Pelegri-Llopart Sun Microsystems Inc.,Mark Roth Sun Microsystems Inc.,
153,Enterprise JavaBeansTM 2.1,The Enterprise JavaBeans 2.1 specification adds to the EJB architecture support for web services extensions to message-driven beans enhancements to EJB QL and a container-managed timer service.,Final,,Final Release,2003/11/24,,,Linda Demichiel Oracle,,
154,JavaTM Servlet 2.4 Specification,This specification will build on servlet specification version 2.3 by enhancing existing features and adding new facilities of a reasonably small nature.,Maintenance,,Maintenance Release 2,2007/9/11,,,Rajiv Mordani Oracle,,
155,Web Services Security Assertions,To provide a set of APIs exchange patterns & implementation to securely (integrity and confidentiality) exchange assertions between web services based on OASIS SAML.,Withdrawn,Withdrawn by the JSR 155 Spec Lead due to changing industry focus and continued JSR inactivity.,Withdrawn,,,2010/2/18,Sandeep Kumar Cisco Systems,Krishna Sankar Cisco Systems,
156,Java API for XML Transactions,JAXTX provides an API for packaging and transporting ACID transactions (as in JTA) and extended transactions (e.g. the BTP from OASIS) using the protocols being defined by OASIS W3C.,Withdrawn,Withdrawn at the request of the Spec Lead.,Withdrawn,,,2010/2/18,Jonathan Halliday Red Hat,,
157,ebXML CPP/A APIs for Java,This JSR is to provide a standard set of APIs for representing and manipulating Collaboration Profile and Agreement information described by ebXML CPP/A (Collaboration Protocol Profile/Agreement)documents.,Withdrawn,Withdrawn at the request of the Spec Lead.,Withdrawn,,,2010/7/30,Himagiri Mukkamala Sybase,,
158,JavaTM Stream Assembly,TheJavaTM Stream Assembly API specifies classes and interfaces for the creation management and processing of broadcast and interactive stream multiplexes.,Withdrawn,Withdrawn at the request of the Spec Lead.,Withdrawn,,,2011/12/14,Gerard Fernando Sun Microsystems Inc.,,
159,JavaTM Process Component API (JPC),JPC would have defined a loosely coupled event based process component model that would simplify the development of composable customizable services.,Withdrawn,Withdrawn by the JSR 159 Spec Lead with assent from the Expert Group.,Withdrawn,,,2003/5/5,Mark Hapner Sun Microsystems Inc.,,
160,JavaTM Management Extensions (JMX) Remote API,This API extends the JMX 1.2 API to provide remote access to JMX MBean servers.,Withdrawn,Withdrawn following Maintenance Review 3.,Withdrawn,,,2014/3/5,Eamonn McManus Oracle,Simon Vienot Sun Microsystems Inc.,Hinkmond Wong Oracle
161,JAINTM ENUM API Specification,The JAINTM ENUM API Specification defines a standard portable application programming interface to query and provision E.164 telephone numbers and their service-specific Uniform Resource Identifiers (URI).,Dormant,The Executive Committee voted to list this JSR as dormant in May 2012.,Public Review,2004/5/11,2004/6/10,,Christopher John NetNumber Inc.,,
162,Portlet API,The Portlet API specification defines an API for components being aggregated in web applications like portals. It includes portlets portlet container behavior portlet windows events persistent storage and portlet services.,Withdrawn,Portlet API As there is very significant overlap between JSRs 162 & 167 Sun and IBM have reached a mutual agreement regarding the proposals. We have now reached a point where we feel that we have a mutually acceptable new combined JSR proposal which we now wish to seek endorsement of from the existing supporters of JSR 162 and 167.,Withdrawn,,,2002/1/20,Stefan Hepper IBM,,
163,JavaTM Platform Profiling Architecture,A mechanism and APIs for extracting time and space profiling information from a running JavaTM virtual machine.,Final,,Final Release,2004/9/30,,,Robert Field Oracle,,
164,SIMPLE Presence,SIMPLE Presence provides a standard portable and secure interface to manipulate presence information between a SIMPLE client (watcher) and a presence server (presence agent).,Final,,Final Release,2005/10/25,,,Tan Jek Thoon Panasonic Information and Network Technologies Laboratory,,
165,SIMPLE Instant Messaging,SIMPLE Instant Messaging provides a standard portable and secure interface to exchange messages between SIMPLE clients. SIMPLE is an extension of SIP to support presence and instant messaging.,Final,,Final Release,2005/10/25,,,Tan Jek Thoon Panasonic Information and Network Technologies Laboratory,,
166,Concurrency Utilities,The JSR proposes a set of medium-level utilities that provide functionality commonly needed in concurrent programs.,Final,,Final Release,2004/9/30,,,Doug Lea Lea Doug,,
167,JavaTM Portlet Specification,This specification would have defined a set of APIs for Portal computing addressing the areas of aggregation personalization presentation and security.,Withdrawn,As there is very significant overlap between JSRs 162 & 167 Sun and IBM reached a mutual agreement regarding the proposals. They reached a point where they felt that they had a mutually acceptable new combined JSR proposal which they then sought endorsement of from the existing supporters of JSR 162 and 167.,Withdrawn,,,2002/1/20,Alejandro Abdelnur Sun Microsystems Inc.,Wesley Budziwojski Sun Microsystems Inc.,
168,Portlet Specification,To enable interoperability between Portlets and Portals this specification will define a set of APIs for Portal computing addressing the areas of aggregation personalization presentation and security.,Final,,Final Release,2003/10/27,,,Martin Nicklous IBM,,
169,JDBC Optional Package for CDC/Foundation Profile,The proposed specification will define a JDBC Optional Package for Java 2 Micro Edition (J2ME) Connected Device Configuration (CDC) Foundation Profile.,Final,,Final Release,2004/4/8,,,Lance Andersen Oracle,,
170,Content Repository for JavaTM technology API,Specifies a standard API to access content repositories in JavaTM 2 independently of implementation.,Maintenance,,Maintenance Draft Review,2006/3/22,2006/4/24,,David Nuescheler Day Software Inc.,,
171,Java Community ProcessSM (JCP) Program version 2.5,This JSR defined JCP version 2.5. Its overriding goal was to ensure that the Process document was in sync with the JSPA 2 created by JSR 99.,Final,,Final Release,2002/10/23,,,Patrick Curran Oracle,,
172,J2METM Web Services Specification,The purpose of this specification is to define an optional package that provides standard access from J2ME to web services.,Maintenance,,Maintenance Release,2011/10/20,,,Jean-Yves Bitterlich Oracle,,
173,Streaming API for XML,The Streaming API for XML (StAX) is a Java based API for pull-parsing XML.,Withdrawn,Since version 1.0 JSR 173 StAX API has been distributed as both a standalone technology and part of the Java SE. The API has been stable without any significant changes since then and the need to use newer releases of the StAX API with shipping releases of Java SE has mostly disappeared in recent years. In accordance with JCP 2.10 Process Document 3.3.1.4 Platform inclusion we are announcing the end of JSR 173 StAX Standalone distribution. After MR5 StAX 1.4 the technology that JSR 173 defines will be delivered as a part of the Java SE solely. Future changes in the StAX API will be defined through the Platform JSR.The subsumption of the StAX API into the Platform JSR does not change any mechanisms defined in StAX. The service provider interfaces are the same except that they will then be directly specified in the Platform JSR. Deployment of alternative implementations of the StAX APIs will continue to be supported.,Withdrawn,,,2016/7/26,Christopher Fry BEA Systems,Deva Sagar Oracle,
174,Monitoring and Management Specification for the JavaTM Virtual Machine,A specification for APIs for monitoring and management of the JavaTM virtual machine.,Final,,Final Release,2004/9/30,,,Flavio Bergamaschi IBM,,
175,A Metadata Facility for the JavaTM Programming Language,A metadata facility for the JavaTM Programming Language would allow classes interfaces fields and methods to be marked as having particular attributes.,Final,,Final Release,2004/9/30,,,Alex Buckley Oracle,,
176,J2SETM 5.0 (Tiger) Release Contents,"Define the major features of the J2SETM ""Tiger"" release (J2SE 5.0).",Maintenance,,Maintenance Draft Review 2,2006/10/11,2006/11/13,,Mark Reinhold Sun Microsystems Inc.,,
177,Security and Trust Services API for J2METM,This specification will provide J2ME applications with APIs for security and trust services through the integration of a Security Element.,Maintenance,,Maintenance Release,2007/8/20,,,Saqib Ahmad Oracle,Roman Zelov Sun Microsystems Inc.,
178,Mobile Game API,Defines an optional package that will facilitate the emergence of the market for the development of compelling games on mobile phones. The API shall work with MIDP1.0.,Rejected,This JSR was not approved by the ME Executive Committee in the JSR Reconsideration Ballot.,Rejected,,,2002/5/7,Thomas Landspurg In-Fusio SA,,
179,Location API for J2METM,An Optional Package that enables developers to write mobile location-based applications for resource-limited devices. The API works on the J2ME CLDC v1.1 and CDC configurations.,Final,,Final Release 3,2011/9/28,,,Kimmo Loytana North Sixty-One Ltd,Cheng Wang Nokia Corporation,
180,SIP API for J2METM,SIP API for J2ME defines a multipurpose SIP API for J2ME clients. It enables SIP applications to be executed in memory limited terminals especially targeting to mobile phones.,Final,,Final Release 5,2011/10/31,,,Erkki Rysä North Sixty-One Ltd,Cheng Wang Nokia Corporation,
181,Web Services Metadata for the JavaTM Platform,This JSR defines an annotated JavaTM format that that uses JavaTM Language Metadata (JSR 175) to enable easy definition of Java Web Services in a J2EE container.,Maintenance,,Maintenance Release 2,2013/6/18,,,Alan Mullendore Oracle,,
182,JPay - Payment API for the JavaTM Platform,This JSR requests the creation of the Payment API for the Java Platform (JPay) specification. The JPay API will support payments in an open Web-like environment.,Dormant,The Executive Committee voted to list this JSR as dormant in May 2012.,Early Draft Review,2004/10/27,2004/12/25,,Marquart C Franz Siemens AG,,
183,Web Services Message Security APIs,This JSR is to define a standard set of APIs for Web services message security. The goal of this JSR is to enable applications to construct secure SOAP message exchanges.,Withdrawn,Web services security (WS-Security) has become the defacto standard to secure web services messages. Lack of a standard in Java to write to these APIs hasn't caused any interoperability or integration issues across vendor platforms. So this JSR was withdrawn.,Withdrawn,,,2008/8/5,Nataraj Nagaratnam IBM,,
184,Mobile 3D Graphics API for J2METM,This proposed JSR will provide a scalable small-footprint interactive 3D API for use on mobile devices.,Final,,Final Release 2,2005/8/24,,,Tomi Aarnio Nokia Corporation,Erkki Rysä North Sixty-One Ltd,
185,JavaTM Technology for the Wireless Industry,This JSR will provide an overall architectural description as well as an integrated TCK and RI to coordinate selected JCP efforts for the wireless industry.,Maintenance,,Item Exception Ballot,2006/1/10,2006/1/17,,Roger Riggs Oracle,,
186,Presence,Presence is a generic and protocol-agnostic API for Presence providing a standard portable and secure interface to control manage and manipulate Presence information between Presence clients and servers.,Final,,Final Release,2006/3/15,,,Tan Jek Thoon Panasonic Information and Network Technologies Laboratory,,
187,Instant Messaging,A protocol-agnostic API for Instant Messaging this provides a standard portable and secure interface to control manage and manipulate instant messages between clients through the use of presence servers.,Final,,Final Release,2006/3/17,,,Tan Jek Thoon Panasonic Information and Network Technologies Laboratory,,
188,CC/PP Processing,To enable interoperability between web servers and access mechanisms and to facilitate development of device independent web applications this specification will define a set of APIs for processing CC/PP information.,Final,,Final Release,2003/10/30,,,Nigel Jacobs Oracle,Jerry Raj Sun Microsystems Inc.,
189,JavaTM 3D API 1.4,This JSR will add new large scale funtionality to Java 3D. Possible technologies for inclusion include programmable shading and advanced rendering techniques.,Withdrawn,The changes to the Java 3D API as originally envisioned by JSR-189 were quite significant and were planned as part of a major API release for which we had planned to form an expert group under the JSR. Due to changes in the nature of the project development this effort was discontinued in 2002 a few months after the JSR was filed. JSR-189 was left open as a place-holder but it no longer makes sense to leave it open. At the time of withdrawal the Java 3D API was a community source project on java.net where all new development had happened over the past 18 months. They were actively developing the 1.4 API release with help from the Java 3D community on java.net. This release was a much more modest undertaking than was originally planned and all new API changes are being designed with public input. As such they closed this JSR and did Java 3D 1.4 as a maintenance release under the JCP.,Withdrawn,,,2005/11/8,Kevin Rushforth Sun Microsystems Inc.,,
190,Event Tracking API for J2ME,This defines an optional code package that standardizes application event tracking on a mobile device and the submission of these event records to an event-tracking server via a standard protocol.,Final,,Final Release,2007/11/9,,,Shai Gotlib Amdocs Management Ltd.,,
191,JAINTM GCCS API,The API was intended to allow software developers to rapidly develop external Service Provider type applications to interact with the GCCS Service.,Withdrawn,Withdrawn following agreement with the Expert Group after the decisions at the November 2002 JAIN meeting in Austin.,Withdrawn,,,2003/3/21,Judith Russell AePONA,,
192,JAINTM Service Creation Environment - JavaTM PART,This is the specification for the JavaTM API to support and simplify the creation of portable telecommunication services delivered primarily to the JAINTM Service Logic Execution Environment (JAINTM SLEE).,Withdrawn,There had not been much progress on this JSR since quite some time. The draft was floated for Expert Group review but there was no response even after several reminders. They then decided not to go ahead with this activity and hence requested the PMO to mark this JSR 192 as WITHDRAWN.,Withdrawn,,,2004/9/22,Vishal Aggarwal Hughes Software Systems,,
193,Client Side Container (CSC),This would have described a client-side container architecture providing common client infrastructure for developing API-neutral clients (Swing AWT Command Line). The access to J2EE-components would be fully abstracted and encapsulated.,Withdrawn,Having noticed the many questions/concerns about this specification proposal the submitter decided to withdraw the request.,Withdrawn,,,2002/10/14,Adam Bien Bien Adam,,
194,JAINTM ULS API,This was intended to allow software developers to rapidly develop external Service Provider-type applications to interrogate the location and status of a user's mobile device.,Withdrawn,With agreement from his Expert Group the Spec Lead decided to withdrawn this JSR following decisions at the November 2002 JAIN meeting in Austin.,Withdrawn,,,2003/2/21,Jorgen Dyst Appium Technologies AB,,
195,Information Module Profile,This JSR will define a J2ME profile targeting embedded networked devices that wish to support a Java runtime environment but that do not have graphical display capabilities.,Final,,Final Release,2003/7/31,,,Thomas Lampart Cinterion Wireless Modules GmbH,Jari Lansio Nokia Corporation,
196,JavaTM Authentication Service Provider Interface for Containers,This JSR seeks to define a standard interface by which authentication modules may be integrated with containers and such that these modules may establish the authentication identities used by containers.,Maintenance,,Maintenance Release 2,2013/6/12,,,Ronald Monzillo Oracle,,
197,Generic Connection Framework Optional Package for the J2SE Platform,The Generic Connection Framework (GCF) Optional Package for J2SE will permit applications that rely on the GCF in J2ME to migrate to J2SE.,Final,,Final Release,2003/10/15,,,Roger Riggs Oracle,,
198,A Standard Extension API for Integrated Development Environments,JSR 198 has the goal of defining a standard IDE API that allows developers to implement IDE plugins once and have them run with any IDE supporting the specification.,Final,,Final Release,2006/5/8,,,Jose Cronembold Oracle,,
199,JavaTM Compiler API,A service provider API that allows a Java program to select and invoke a Java Language Compiler programmatically.,Active,,Maintenance Review Ballot 2,2017/4/25,2017/5/8,,Jonathan Gibbons Oracle,,
200,Network Transfer Format for JavaTM Archives.,This JSR will define a dense download format for JavaTM classfiles. It is expected that this format can achieve considerable size savings over compressed JAR files.,Final,,Final Release,2004/9/30,,,John Rose Sun Microsystems Inc.,Kumar Srinivasan Sun Microsystems Inc.,
201,Extending the JavaTM Programming Language with Enumerations Autoboxing Enhanced for loops and Static Import,This JSR proposes four new JavaTM programming language features: enumerations autoboxing enhanced for loops and static import.,Final,,Final Release,2004/9/30,,,Alex Buckley Oracle,,
202,JavaTM Class File Specification Update,This JSR will make incremental updates to the JavaTM class file format. This will principally consist of increasing certain class file size limits and adding support for split verification.,Final,,Final Release,2006/12/11,,,Alex Buckley Oracle,,
203,"More New I/O APIs for the JavaTM Platform (""NIO.2"")",APIs for filesystem access scalable asynchronous I/O operations socket-channel binding and configuration and multicast datagrams.,Final,,Final Release,2011/7/20,,,Alan Bateman Oracle,,
204,Unicode Supplementary Character Support,The proposed specification will define a mechanism to support Supplementary Characters as defined in the Unicode 3.1 specification.,Final,,Final Release,2004/9/30,,,Masayoshi Okutsu Sun Microsystems Inc.,,
205,Wireless Messaging API 2.0,"This JSR will extend and enhance the ""Wireless Messaging API"" (JSR-000120)",Final,,Final Release,2004/6/4,,,Marquart C Franz Siemens AG,,
206,JavaTM API for XML Processing (JAXP) 1.3,JAXP 1.3 is the next version of JAXP an implementation independent portable API for processing XML with JavaTM.,Withdrawn,Withdrawn following Maintenance Review 3.,Withdrawn,,,2014/3/5,Jeff Suttor Sun Microsystems Inc.,Joe Wang Oracle,
207,Process Definition for JavaTM,Definition of an annotated Java syntax and APIs for programming business processes in Java.,Withdrawn,Withdrawn at the request of the Specification Lead.,Withdrawn,,,2010/2/26,Michael Rowley BEA Systems,,
208,JavaTM Business Integration (JBI),This JSR extends J2EETM and J2SETM with business integration SPIs.,Final,,Final Release,2005/8/25,,,Ron Ten-Hove Sun Microsystems Inc.,Peter Walker Sun Microsystems Inc.,
209,Advanced Graphics and User Interface Optional Package for the J2METM Platform,The Advanced Graphics and User Interface (AGUI) Optional Package will migrate the core APIs for advanced graphics and user interface facilities from the J2SE platform to the J2ME platform.,Final,,Final Release,2006/10/5,,,Hakim Mendjeli Vodafone Group Services Limited,Roger Riggs Oracle,
210,OSS Service Quality Management API,Provide an API via the OSS through Java initiative that allows telecom management applications to be developed and integrated with Java-enabled Service Quality Management Systems.,Withdrawn,The API has been completed and contributed to TMF and there is no reason to continue with the JSR.,Withdrawn,,,2012/5/23,Thierry Supplisson IBM,,
211,Content Handler API,Enabling J2METM applications to handle multi-media and web content can give developers and users a seamless and integrated user environment on mobile phones and wireless devices.,Maintenance,,Maintenance Release,2009/9/25,,,Roger Riggs Oracle,,
212,Server API for Mobile Services: Messaging - SAMS: Messaging,This specification defines a protocol agnostic messaging API for composing sending and receiving short messages and multimedia messages. The API shall work on the J2SE and J2EE.,Maintenance,,Maintenance Release,2005/1/12,,,Hannu Mettala Nokia Corporation,,
213,Micro WSCI Framework for J2ME.,Effort to define another layer of the J2ME Web Service stack implementing the 'observable' behavior of a choreographed Web Service on the Device relative to the message exchange requiring support.,Rejected,This JSR was not approved by the ME Executive Committee in the JSR Approval Ballot.,Rejected,,,2003/5/13,Ash Parikh IOPSIS Software Inc.,,
214,Micro BPSS for J2ME Devices.,This JSR is to provide a standard set of APIs for J2ME Devices for representing and manipulating Collaboration Profile and Agreement information described by ebXML CPP/A (Collaboration Protocol Profile/Agreement) documents.,Rejected,This JSR was not approved by the ME Executive Committee in the JSR Approval Ballot.,Rejected,,,2003/5/13,Ash Parikh IOPSIS Software Inc.,,
215,Java Community ProcessSM version 2.6,This JSR will update the JCP Process document to make the process more transparent and efficient.,Maintenance,,Maintenance Release,2009/5/27,,,Patrick Curran Oracle,,
